location,year,month,weight_range_high
"Calhoun, GA",2009,1,525.9615384615385
"Calhoun, GA",2009,2,511.68831168831167
"Calhoun, GA",2009,3,499.2957746478873
"Calhoun, GA",2009,4,507.94392523364485
"Calhoun, GA",2009,5,497.77777777777777
"Calhoun, GA",2009,6,502.3809523809524
"Calhoun, GA",2009,7,504.4943820224719
"Calhoun, GA",2009,8,505.38461538461536
"Calhoun, GA",2009,9,514.8148148148148
"Calhoun, GA",2009,10,519.1588785046729
"Calhoun, GA",2009,11,517.4242424242424
"Calhoun, GA",2009,12,508.8235294117647
"Calhoun, GA",2010,1,504.06976744186045
"Calhoun, GA",2010,2,516.8918918918919
"Calhoun, GA",2010,3,536.8421052631579
"Calhoun, GA",2010,4,504.7008547008547
"Calhoun, GA",2010,5,543.5294117647059
"Calhoun, GA",2010,6,503.24675324675326
"Calhoun, GA",2010,7,498.9795918367347
"Calhoun, GA",2010,8,492.4418604651163
"Calhoun, GA",2010,9,510.7142857142857
"Calhoun, GA",2010,10,497.05882352941177
"Calhoun, GA",2010,11,498.59154929577466
"Calhoun, GA",2010,12,503.84615384615387
"Calhoun, GA",2011,1,478.7671232876712
"Calhoun, GA",2011,2,523.5955056179776
"Calhoun, GA",2011,3,470.4301075268817
"Calhoun, GA",2011,4,490.9836065573771
"Calhoun, GA",2011,5,516.025641025641
"Calhoun, GA",2011,6,502.5974025974026
"Calhoun, GA",2011,7,511.4035087719298
"Calhoun, GA",2011,8,529.375
"Calhoun, GA",2011,9,504.1284403669725
"Calhoun, GA",2011,10,517.0588235294117
"Calhoun, GA",2011,11,513.1147540983607
"Calhoun, GA",2011,12,528.688524590164
"Calhoun, GA",2012,1,511.59420289855075
"Calhoun, GA",2012,2,496.875
"Calhoun, GA",2012,3,526.5765765765766
"Calhoun, GA",2012,4,505.55555555555554
"Calhoun, GA",2012,5,522.1052631578947
"Calhoun, GA",2012,6,543.8356164383562
"Calhoun, GA",2012,7,525.4545454545455
"Calhoun, GA",2012,8,520.0
"Calhoun, GA",2012,9,538.961038961039
"Calhoun, GA",2012,10,555.7142857142857
"Calhoun, GA",2012,11,548.0519480519481
"Calhoun, GA",2012,12,552.8301886792453
"Calhoun, GA",2013,1,537.5
"Calhoun, GA",2013,2,556.578947368421
"Calhoun, GA",2013,3,518.2539682539683
"Calhoun, GA",2013,4,534.0579710144928
"Calhoun, GA",2013,5,552.439024390244
"Calhoun, GA",2013,6,542.8571428571429
"Calhoun, GA",2013,7,539.8305084745763
"Calhoun, GA",2013,8,532.3170731707318
"Calhoun, GA",2013,9,528.5714285714286
"Calhoun, GA",2013,10,529.4871794871794
"Calhoun, GA",2013,11,530.1587301587301
"Calhoun, GA",2013,12,514.8148148148148
"Calhoun, GA",2014,1,496.25
"Calhoun, GA",2014,2,505.66037735849056
"Calhoun, GA",2014,3,487.2340425531915
"Calhoun, GA",2014,4,453.125
"Calhoun, GA",2014,5,476.85185185185185
"Calhoun, GA",2014,6,495.1127819548872
"Calhoun, GA",2014,7,511.2781954887218
"Calhoun, GA",2014,8,505.3719008264463
"Calhoun, GA",2014,9,499.1735537190083
"Calhoun, GA",2014,10,529.7202797202797
"Calhoun, GA",2014,11,532.5581395348837
"Calhoun, GA",2014,12,503.7974683544304
"Calhoun, GA",2015,1,514.8936170212766
"Calhoun, GA",2015,2,523.6842105263158
"Calhoun, GA",2015,3,496.3414634146341
"Calhoun, GA",2015,4,506.7164179104478
"Calhoun, GA",2015,5,512.2950819672132
"Calhoun, GA",2015,6,512.0192307692307
"Calhoun, GA",2015,7,516.3366336633663
"Calhoun, GA",2015,8,519.1056910569106
"Calhoun, GA",2015,9,528.8288288288288
"Calhoun, GA",2015,10,525.8503401360545
"Calhoun, GA",2015,11,526.7441860465116
"Calhoun, GA",2015,12,514.0350877192982
"Calhoun, GA",2016,1,516.504854368932
"Calhoun, GA",2016,2,537.9518072289156
"Calhoun, GA",2016,3,500.0
"Calhoun, GA",2016,4,523.8532110091743
"Calhoun, GA",2016,5,528.688524590164
"Calhoun, GA",2016,6,518.4027777777778
"Calhoun, GA",2016,7,519.2708333333334
"Calhoun, GA",2016,8,523.8461538461538
"Carnesville, GA",2002,8,502.77777777777777
"Carnesville, GA",2002,9,519.3181818181819
"Carnesville, GA",2002,10,532.03125
"Carnesville, GA",2002,11,500.0
"Carnesville, GA",2002,12,497.5
"Carnesville, GA",2003,1,497.82608695652175
"Carnesville, GA",2003,9,496.42857142857144
"Carnesville, GA",2004,1,463.1578947368421
"Carnesville, GA",2004,2,506.9230769230769
"Carnesville, GA",2004,3,475.97402597402595
"Carnesville, GA",2004,4,494.33962264150944
"Carnesville, GA",2004,5,477.5
"Carnesville, GA",2004,6,494.4954128440367
"Carnesville, GA",2004,7,475.96153846153845
"Carnesville, GA",2004,8,491.3265306122449
"Carnesville, GA",2004,9,483.72093023255815
"Carnesville, GA",2004,10,494.2857142857143
"Carnesville, GA",2004,11,494.38775510204084
"Carnesville, GA",2004,12,464.6341463414634
"Carnesville, GA",2005,1,520.7865168539325
"Carnesville, GA",2005,2,490.97222222222223
"Carnesville, GA",2005,4,508.3333333333333
"Carnesville, GA",2005,5,495.5882352941176
"Carnesville, GA",2005,6,500.0
"Carnesville, GA",2005,7,478.6885245901639
"Carnesville, GA",2005,8,509.7014925373134
"Carnesville, GA",2005,9,498.83720930232556
"Carnesville, GA",2005,10,496.1111111111111
"Carnesville, GA",2005,11,477.35849056603774
"Carnesville, GA",2005,12,495.3488372093023
"Carnesville, GA",2006,1,503.6363636363636
"Carnesville, GA",2006,2,475.8241758241758
"Carnesville, GA",2006,3,496.42857142857144
"Carnesville, GA",2006,4,487.7049180327869
"Carnesville, GA",2006,5,450.4424778761062
"Carnesville, GA",2006,6,485.8974358974359
"Carnesville, GA",2006,7,446.9230769230769
"Carnesville, GA",2006,8,470.16806722689074
"Carnesville, GA",2006,9,467.2043010752688
"Carnesville, GA",2006,10,474.537037037037
"Carnesville, GA",2006,11,435.3448275862069
"Carnesville, GA",2006,12,474.1666666666667
"Carnesville, GA",2007,1,483.0508474576271
"Carnesville, GA",2007,2,485.88235294117646
"Carnesville, GA",2007,3,474.375
"Carnesville, GA",2007,4,491.95402298850576
"Carnesville, GA",2007,5,490.0
"Carnesville, GA",2007,6,489.1304347826087
"Carnesville, GA",2007,7,477.83505154639175
"Carnesville, GA",2007,8,476.71232876712327
"Carnesville, GA",2007,9,473.76237623762376
"Carnesville, GA",2007,10,492.05607476635515
"Carnesville, GA",2007,11,473.0769230769231
"Carnesville, GA",2007,12,490.4761904761905
"Carnesville, GA",2008,1,491.1111111111111
"Carnesville, GA",2008,2,468.2352941176471
"Carnesville, GA",2008,3,492.7710843373494
"Carnesville, GA",2008,4,500.45871559633025
"Carnesville, GA",2008,5,491.39784946236557
"Carnesville, GA",2008,6,503.84615384615387
"Carnesville, GA",2008,7,529.8850574712644
"Carnesville, GA",2008,8,529.6511627906976
"Carnesville, GA",2008,9,516.6666666666666
"Carnesville, GA",2008,10,505.421686746988
"Carnesville, GA",2008,11,495.5882352941176
"Carnesville, GA",2008,12,507.8125
"Carnesville, GA",2009,1,519.0217391304348
"Carnesville, GA",2009,2,517.2043010752689
"Carnesville, GA",2009,3,513.5922330097087
"Carnesville, GA",2009,4,508.5
"Carnesville, GA",2009,5,529.5454545454545
"Carnesville, GA",2009,6,522.0430107526881
"Carnesville, GA",2009,7,513.9784946236559
"Carnesville, GA",2009,8,525.8426966292135
"Carnesville, GA",2009,9,522.9885057471264
"Carnesville, GA",2009,10,514.1025641025641
"Carnesville, GA",2009,11,502.34375
"Carnesville, GA",2009,12,512.5
"Carnesville, GA",2010,1,526.0416666666666
"Carnesville, GA",2010,2,501.1111111111111
"Carnesville, GA",2010,3,507.39130434782606
"Carnesville, GA",2010,4,493.29896907216494
"Carnesville, GA",2010,5,503.1914893617021
"Carnesville, GA",2010,6,495.8333333333333
"Carnesville, GA",2010,7,485.3333333333333
"Carnesville, GA",2010,8,498.7603305785124
"Carnesville, GA",2010,9,498.1927710843373
"Carnesville, GA",2010,10,511.3636363636364
"Carnesville, GA",2010,11,493.29896907216494
"Carnesville, GA",2010,12,510.2040816326531
"Carnesville, GA",2011,1,493.05555555555554
"Carnesville, GA",2011,2,496.875
"Carnesville, GA",2011,3,496.51162790697674
"Carnesville, GA",2011,4,487.8787878787879
"Carnesville, GA",2011,5,499.14529914529913
"Carnesville, GA",2011,6,490.0990099009901
"Carnesville, GA",2011,7,488.8157894736842
"Carnesville, GA",2011,8,491.0569105691057
"Carnesville, GA",2011,9,492.0
"Carnesville, GA",2011,10,499.4845360824742
"Carnesville, GA",2011,11,497.94520547945206
"Carnesville, GA",2011,12,488.6792452830189
"Carnesville, GA",2012,1,491.6666666666667
"Carnesville, GA",2012,2,505.90909090909093
"Carnesville, GA",2012,3,487.85046728971963
"Carnesville, GA",2012,4,475.0
"Carnesville, GA",2012,5,486.5079365079365
"Carnesville, GA",2012,6,494.0
"Carnesville, GA",2012,7,473.2142857142857
"Carnesville, GA",2012,8,500.0
"Carnesville, GA",2012,9,515.7608695652174
"Carnesville, GA",2012,10,512.5
"Carnesville, GA",2012,11,494.6666666666667
"Carnesville, GA",2012,12,497.1014492753623
"Carnesville, GA",2013,1,484.8484848484849
"Carnesville, GA",2013,2,499.48979591836735
"Carnesville, GA",2013,3,505.55555555555554
"Carnesville, GA",2013,4,507.7586206896552
"Carnesville, GA",2013,5,499.4791666666667
"Carnesville, GA",2013,6,502.55102040816325
"Carnesville, GA",2013,7,498.52941176470586
"Carnesville, GA",2013,8,514.9484536082474
"Carnesville, GA",2013,9,548.9010989010989
"Carnesville, GA",2013,10,500.4166666666667
"Carnesville, GA",2013,11,497.11538461538464
"Carnesville, GA",2013,12,488.8157894736842
"Carnesville, GA",2014,1,480.7142857142857
"Carnesville, GA",2014,2,465.75342465753425
"Carnesville, GA",2014,3,461.3636363636364
"Carnesville, GA",2014,5,497.43589743589746
"Carnesville, GA",2014,6,480.2325581395349
"Carnesville, GA",2014,8,469.33962264150944
"Carnesville, GA",2014,9,495.3658536585366
"Carnesville, GA",2014,10,490.3333333333333
"Carnesville, GA",2014,11,506.5217391304348
"Carnesville, GA",2014,12,516.3793103448276
"Carnesville, GA",2015,1,487.13235294117646
"Carnesville, GA",2015,2,475.4237288135593
"Carnesville, GA",2015,3,492.2566371681416
"Carnesville, GA",2015,4,496.9594594594595
"Carnesville, GA",2015,5,505.6390977443609
"Carnesville, GA",2015,6,495.1219512195122
"Carnesville, GA",2015,7,492.40506329113924
"Carnesville, GA",2015,8,488.1578947368421
"Carnesville, GA",2015,9,504.1208791208791
"Carnesville, GA",2015,10,502.7586206896552
"Carnesville, GA",2015,11,533.7837837837837
"Carnesville, GA",2015,12,520.9090909090909
"Carnesville, GA",2016,1,500.3205128205128
"Carnesville, GA",2016,2,509.3103448275862
"Carnesville, GA",2016,3,509.09090909090907
"Carnesville, GA",2016,4,531.4685314685315
"Carnesville, GA",2016,5,518.1818181818181
"Carnesville, GA",2016,6,522.6415094339623
"Carnesville, GA",2016,7,508.52713178294573
"Carnesville, GA",2016,8,516.2790697674419
"Carrollton, GA",2002,4,450.0
"Carrollton, GA",2002,5,494.11764705882354
"Carrollton, GA",2002,8,458.06451612903226
"Carrollton, GA",2002,9,480.55555555555554
"Carrollton, GA",2002,10,477.5
"Carrollton, GA",2002,12,476.25
"Carrollton, GA",2003,1,496.8085106382979
"Carrollton, GA",2003,9,477.27272727272725
"Carrollton, GA",2004,1,477.77777777777777
"Carrollton, GA",2004,2,453.7037037037037
"Carrollton, GA",2004,3,466.0
"Carrollton, GA",2004,4,432.71604938271605
"Carrollton, GA",2004,5,471.15384615384613
"Carrollton, GA",2004,6,450.90909090909093
"Carrollton, GA",2004,7,468.65671641791045
"Carrollton, GA",2004,8,473.75
"Carrollton, GA",2004,9,468.46153846153845
"Carrollton, GA",2004,10,482.967032967033
"Carrollton, GA",2004,11,466.1290322580645
"Carrollton, GA",2004,12,450.0
"Carrollton, GA",2005,1,464.1304347826087
"Carrollton, GA",2005,2,474.6575342465753
"Carrollton, GA",2005,3,469.04761904761904
"Carrollton, GA",2005,4,467.0886075949367
"Carrollton, GA",2005,5,473.972602739726
"Carrollton, GA",2005,6,484.4155844155844
"Carrollton, GA",2005,7,491.9642857142857
"Carrollton, GA",2005,8,484.8958333333333
"Carrollton, GA",2005,9,473.83720930232556
"Carrollton, GA",2005,10,483.00970873786406
"Carrollton, GA",2005,11,484.42622950819674
"Carrollton, GA",2005,12,463.5135135135135
"Carrollton, GA",2006,1,447.3958333333333
"Carrollton, GA",2006,2,454.6666666666667
"Carrollton, GA",2006,3,465.06849315068496
"Carrollton, GA",2006,4,470.27027027027026
"Carrollton, GA",2006,5,455.0561797752809
"Carrollton, GA",2006,6,452.20588235294116
"Carrollton, GA",2006,7,472.53521126760563
"Carrollton, GA",2006,8,472.0
"Carrollton, GA",2006,9,478.2894736842105
"Carrollton, GA",2006,10,480.10752688172045
"Carrollton, GA",2006,11,463.7096774193548
"Carrollton, GA",2006,12,453.27868852459017
"Carrollton, GA",2007,1,485.2112676056338
"Carrollton, GA",2007,2,473.125
"Carrollton, GA",2007,3,484.17721518987344
"Carrollton, GA",2007,4,498.35164835164835
"Carrollton, GA",2007,5,475.5952380952381
"Carrollton, GA",2007,6,466.6666666666667
"Carrollton, GA",2007,7,475.625
"Carrollton, GA",2007,8,508.3333333333333
"Carrollton, GA",2007,9,509.61538461538464
"Carrollton, GA",2007,10,481.7204301075269
"Carrollton, GA",2007,11,501.7241379310345
"Carrollton, GA",2007,12,486.3636363636364
"Carrollton, GA",2008,1,465.94202898550725
"Carrollton, GA",2008,2,486.6666666666667
"Carrollton, GA",2008,3,487.012987012987
"Carrollton, GA",2008,4,481.53846153846155
"Carrollton, GA",2008,5,500.75757575757575
"Carrollton, GA",2008,6,494.52054794520546
"Carrollton, GA",2008,7,512.1794871794872
"Carrollton, GA",2008,8,516.2337662337662
"Carrollton, GA",2008,9,521.9387755102041
"Carrollton, GA",2008,10,523.6842105263158
"Carrollton, GA",2008,11,521.1864406779661
"Carrollton, GA",2008,12,522.3214285714286
"Carrollton, GA",2009,1,500.6666666666667
"Carrollton, GA",2009,2,490.3614457831325
"Carrollton, GA",2009,3,495.45454545454544
"Carrollton, GA",2009,4,521.3414634146342
"Carrollton, GA",2009,5,503.3783783783784
"Carrollton, GA",2009,6,497.1830985915493
"Carrollton, GA",2009,7,522.2972972972973
"Carrollton, GA",2009,8,504.8543689320388
"Carrollton, GA",2009,9,507.5581395348837
"Carrollton, GA",2009,10,505.69620253164555
"Carrollton, GA",2009,11,483.97435897435895
"Carrollton, GA",2009,12,516.25
"Carrollton, GA",2010,1,494.5121951219512
"Carrollton, GA",2010,2,513.2183908045977
"Carrollton, GA",2010,4,512.1052631578947
"Carrollton, GA",2010,5,501.3392857142857
"Carrollton, GA",2010,6,477.96610169491527
"Carrollton, GA",2010,7,508.73015873015873
"Carrollton, GA",2010,8,506.17977528089887
"Carrollton, GA",2010,9,504.91803278688525
"Carrollton, GA",2010,10,470.8333333333333
"Carrollton, GA",2010,11,497.8723404255319
"Carrollton, GA",2010,12,538.8888888888889
"Carrollton, GA",2011,1,494.8979591836735
"Carrollton, GA",2011,2,452.22222222222223
"Carrollton, GA",2011,3,464.40677966101697
"Carrollton, GA",2011,4,468.8524590163934
"Carrollton, GA",2011,5,497.2972972972973
"Carrollton, GA",2011,6,478.44827586206895
"Carrollton, GA",2011,7,503.48837209302326
"Carrollton, GA",2011,8,500.75757575757575
"Carrollton, GA",2011,9,488.135593220339
"Carrollton, GA",2011,10,510.9375
"Carrollton, GA",2011,11,496.8085106382979
"Carrollton, GA",2011,12,502.5
"Carrollton, GA",2012,1,475.30120481927713
"Carrollton, GA",2012,2,493.82716049382714
"Carrollton, GA",2012,3,492.4418604651163
"Carrollton, GA",2012,4,508.252427184466
"Carrollton, GA",2012,5,475.80645161290323
"Carrollton, GA",2012,6,521.7948717948718
"Carrollton, GA",2012,7,509.7402597402597
"Carrollton, GA",2012,8,516.8674698795181
"Carrollton, GA",2012,9,515.7142857142857
"Carrollton, GA",2012,10,525.7425742574258
"Carrollton, GA",2012,11,507.93650793650795
"Carrollton, GA",2012,12,520.8333333333334
"Carrollton, GA",2013,1,502.2988505747126
"Carrollton, GA",2013,2,494.15584415584414
"Carrollton, GA",2013,3,509.49367088607596
"Carrollton, GA",2013,4,512.1428571428571
"Carrollton, GA",2013,5,535.7142857142857
"Carrollton, GA",2013,6,508.6666666666667
"Carrollton, GA",2013,7,512.5
"Carrollton, GA",2013,8,510.7142857142857
"Carrollton, GA",2013,9,505.29411764705884
"Carrollton, GA",2013,10,488.0681818181818
"Carrollton, GA",2013,11,514.0
"Carrollton, GA",2013,12,490.3225806451613
"Carrollton, GA",2014,1,490.44943820224717
"Carrollton, GA",2014,2,482.14285714285717
"Carrollton, GA",2014,3,470.0854700854701
"Carrollton, GA",2014,4,474.56140350877195
"Carrollton, GA",2014,5,475.9541984732824
"Carrollton, GA",2014,6,504.31654676258995
"Carrollton, GA",2014,7,492.6553672316384
"Carrollton, GA",2014,8,496.7741935483871
"Carrollton, GA",2014,9,515.8682634730538
"Carrollton, GA",2014,10,526.1006289308176
"Carrollton, GA",2014,11,509.2436974789916
"Carrollton, GA",2014,12,496.3302752293578
"Carrollton, GA",2015,1,507.4803149606299
"Carrollton, GA",2015,2,485.90909090909093
"Carrollton, GA",2015,3,476.271186440678
"Carrollton, GA",2015,4,494.11764705882354
"Carrollton, GA",2015,5,500.7352941176471
"Carrollton, GA",2015,6,507.3643410852713
"Carrollton, GA",2015,7,503.1578947368421
"Carrollton, GA",2015,8,518.2857142857143
"Carrollton, GA",2015,9,498.6577181208054
"Carrollton, GA",2015,10,507.28476821192055
"Carrollton, GA",2015,11,509.765625
"Carrollton, GA",2015,12,511.7283950617284
"Carrollton, GA",2016,1,492.56756756756755
"Carrollton, GA",2016,2,499.45054945054943
"Carrollton, GA",2016,3,487.5
"Carrollton, GA",2016,4,524.113475177305
"Carrollton, GA",2016,5,515.9235668789809
"Carrollton, GA",2016,6,508.11965811965814
"Carrollton, GA",2016,7,505.2083333333333
"Carrollton, GA",2016,8,497.59615384615387
"Dixie Livestock Market, GA",2002,4,485.0
"Dixie Livestock Market, GA",2002,8,485.29411764705884
"Dixie Livestock Market, GA",2002,9,481.8965517241379
"Dixie Livestock Market, GA",2002,10,470.16129032258067
"Dixie Livestock Market, GA",2002,11,522.7272727272727
"Dixie Livestock Market, GA",2002,12,475.0
"Dixie Livestock Market, GA",2003,1,503.84615384615387
"Dixie Livestock Market, GA",2003,12,455.2631578947368
"Dixie Livestock Market, GA",2004,1,472.5
"Dixie Livestock Market, GA",2004,2,484.17721518987344
"Dixie Livestock Market, GA",2004,3,493.5
"Dixie Livestock Market, GA",2004,4,470.27027027027026
"Dixie Livestock Market, GA",2004,5,469.8529411764706
"Dixie Livestock Market, GA",2004,6,463.2352941176471
"Dixie Livestock Market, GA",2004,7,483.9622641509434
"Dixie Livestock Market, GA",2004,8,458.6734693877551
"Dixie Livestock Market, GA",2004,9,465.9574468085106
"Dixie Livestock Market, GA",2004,10,473.4375
"Dixie Livestock Market, GA",2004,11,462.3076923076923
"Dixie Livestock Market, GA",2004,12,425.9259259259259
"Dixie Livestock Market, GA",2005,1,498.5074626865672
"Dixie Livestock Market, GA",2005,2,475.0
"Dixie Livestock Market, GA",2005,3,485.79545454545456
"Dixie Livestock Market, GA",2005,4,474.6376811594203
"Dixie Livestock Market, GA",2005,5,495.94594594594594
"Dixie Livestock Market, GA",2005,6,474.2647058823529
"Dixie Livestock Market, GA",2005,7,480.0
"Dixie Livestock Market, GA",2005,8,492.22222222222223
"Dixie Livestock Market, GA",2005,9,477.77777777777777
"Dixie Livestock Market, GA",2005,10,467.39130434782606
"Dixie Livestock Market, GA",2005,11,454.54545454545456
"Dixie Livestock Market, GA",2005,12,444.5945945945946
"Dixie Livestock Market, GA",2006,1,476.53061224489795
"Dixie Livestock Market, GA",2006,2,477.77777777777777
"Dixie Livestock Market, GA",2006,3,508.62068965517244
"Dixie Livestock Market, GA",2006,4,522.4719101123595
"Dixie Livestock Market, GA",2006,5,453.3333333333333
"Dixie Livestock Market, GA",2006,6,443.93939393939394
"Dixie Livestock Market, GA",2006,7,466.0377358490566
"Dixie Livestock Market, GA",2006,8,465.34090909090907
"Dixie Livestock Market, GA",2006,9,469.71830985915494
"Dixie Livestock Market, GA",2006,10,472.5806451612903
"Dixie Livestock Market, GA",2006,11,439.6825396825397
"Dixie Livestock Market, GA",2006,12,464.8936170212766
"Dixie Livestock Market, GA",2007,1,467.45283018867923
"Dixie Livestock Market, GA",2007,2,522.0930232558139
"Dixie Livestock Market, GA",2007,3,497.8723404255319
"Dixie Livestock Market, GA",2007,4,503.125
"Dixie Livestock Market, GA",2007,5,466.51376146788994
"Dixie Livestock Market, GA",2007,6,483.0882352941176
"Dixie Livestock Market, GA",2007,7,464.1025641025641
"Dixie Livestock Market, GA",2007,8,478.57142857142856
"Dixie Livestock Market, GA",2007,9,470.94594594594594
"Dixie Livestock Market, GA",2007,10,477.1276595744681
"Dixie Livestock Market, GA",2007,11,487.2881355932203
"Dixie Livestock Market, GA",2007,12,488.1818181818182
"Dixie Livestock Market, GA",2008,1,486.42857142857144
"Dixie Livestock Market, GA",2008,2,508.8888888888889
"Dixie Livestock Market, GA",2008,3,524.1935483870968
"Dixie Livestock Market, GA",2008,4,494.8863636363636
"Dixie Livestock Market, GA",2008,5,479.746835443038
"Dixie Livestock Market, GA",2008,6,478.0821917808219
"Dixie Livestock Market, GA",2008,7,505.97014925373134
"Dixie Livestock Market, GA",2008,8,514.9253731343283
"Dixie Livestock Market, GA",2008,9,490.44943820224717
"Dixie Livestock Market, GA",2008,10,495.45454545454544
"Dixie Livestock Market, GA",2008,11,512.0689655172414
"Dixie Livestock Market, GA",2008,12,493.1818181818182
"Dixie Livestock Market, GA",2009,1,487.1794871794872
"Dixie Livestock Market, GA",2009,2,487.05882352941177
"Dixie Livestock Market, GA",2009,3,509.1743119266055
"Dixie Livestock Market, GA",2009,4,511.27450980392155
"Dixie Livestock Market, GA",2009,5,514.2156862745098
"Dixie Livestock Market, GA",2009,6,488.2352941176471
"Dixie Livestock Market, GA",2009,7,494.5121951219512
"Dixie Livestock Market, GA",2009,8,484.8101265822785
"Dixie Livestock Market, GA",2009,9,471.27659574468083
"Dixie Livestock Market, GA",2009,10,461.7647058823529
"Dixie Livestock Market, GA",2009,11,494.44444444444446
"Dixie Livestock Market, GA",2009,12,500.0
"Dixie Livestock Market, GA",2010,1,513.1578947368421
"Dixie Livestock Market, GA",2010,2,517.1875
"Dixie Livestock Market, GA",2010,3,480.0925925925926
"Dixie Livestock Market, GA",2010,4,481.3333333333333
"Dixie Livestock Market, GA",2010,5,472.5
"Dixie Livestock Market, GA",2010,6,461.038961038961
"Dixie Livestock Market, GA",2010,7,483.92857142857144
"Dixie Livestock Market, GA",2010,8,460.09615384615387
"Dixie Livestock Market, GA",2010,9,468.6666666666667
"Dixie Livestock Market, GA",2010,10,481.16883116883116
"Dixie Livestock Market, GA",2010,11,450.0
"Dixie Livestock Market, GA",2010,12,457.6923076923077
"Dixie Livestock Market, GA",2011,1,473.1707317073171
"Dixie Livestock Market, GA",2011,2,459.61538461538464
"Dixie Livestock Market, GA",2011,3,488.20754716981133
"Dixie Livestock Market, GA",2011,4,485.5421686746988
"Dixie Livestock Market, GA",2011,5,464.9484536082474
"Dixie Livestock Market, GA",2011,6,453.2894736842105
"Dixie Livestock Market, GA",2011,7,470.17543859649123
"Dixie Livestock Market, GA",2011,8,472.680412371134
"Dixie Livestock Market, GA",2011,9,461.1842105263158
"Dixie Livestock Market, GA",2011,10,502.4193548387097
"Dixie Livestock Market, GA",2011,11,490.12345679012344
"Dixie Livestock Market, GA",2011,12,481.94444444444446
"Dixie Livestock Market, GA",2012,1,459.65909090909093
"Dixie Livestock Market, GA",2012,2,484.5679012345679
"Dixie Livestock Market, GA",2012,3,479.6875
"Dixie Livestock Market, GA",2012,4,473.8805970149254
"Dixie Livestock Market, GA",2012,5,450.63291139240505
"Dixie Livestock Market, GA",2012,6,479.83870967741933
"Dixie Livestock Market, GA",2012,7,503.50877192982455
"Dixie Livestock Market, GA",2012,8,498.8095238095238
"Dixie Livestock Market, GA",2012,9,503.0120481927711
"Dixie Livestock Market, GA",2012,10,523.8636363636364
"Dixie Livestock Market, GA",2013,4,482.78688524590166
"Dixie Livestock Market, GA",2013,5,489.84375
"Dixie Livestock Market, GA",2013,6,478.2258064516129
"Dixie Livestock Market, GA",2013,7,478.2608695652174
"Dixie Livestock Market, GA",2013,8,481.42857142857144
"Dixie Livestock Market, GA",2013,9,494.1666666666667
"Dixie Livestock Market, GA",2013,10,464.70588235294116
"Dixie Livestock Market, GA",2013,11,443.9655172413793
"Dixie Livestock Market, GA",2013,12,459.25925925925924
"Dixie Livestock Market, GA",2014,1,454.375
"Dixie Livestock Market, GA",2014,2,481.48148148148147
"Dixie Livestock Market, GA",2014,3,454.320987654321
"Dixie Livestock Market, GA",2014,4,475.95238095238096
"Dixie Livestock Market, GA",2014,5,477.1186440677966
"Dixie Livestock Market, GA",2014,6,474.87179487179486
"Dixie Livestock Market, GA",2014,7,484.8314606741573
"Dixie Livestock Market, GA",2014,8,485.44776119402985
"Dixie Livestock Market, GA",2014,9,484.8888888888889
"Dixie Livestock Market, GA",2014,10,491.93548387096774
"Dixie Livestock Market, GA",2014,11,503.87931034482756
"Dixie Livestock Market, GA",2014,12,506.95652173913044
"Dixie Livestock Market, GA",2015,1,476.1194029850746
"Dixie Livestock Market, GA",2015,2,485.2760736196319
"Dixie Livestock Market, GA",2015,3,492.29074889867843
"Dixie Livestock Market, GA",2015,4,465.02890173410407
"Dixie Livestock Market, GA",2015,5,476.8292682926829
"Dixie Livestock Market, GA",2015,6,476.37795275590554
"Dixie Livestock Market, GA",2015,7,522.0588235294117
"Dixie Livestock Market, GA",2015,8,501.03092783505156
"Dixie Livestock Market, GA",2015,9,498.0769230769231
"Dixie Livestock Market, GA",2016,2,479.2682926829268
"Dixie Livestock Market, GA",2016,3,489.0243902439024
"Dixie Livestock Market, GA",2016,5,503.6697247706422
"Dixie Livestock Market, GA",2016,6,471.0843373493976
"Dixie Livestock Market, GA",2016,7,497.5903614457831
"Dixie Livestock Market, GA",2016,8,486.9230769230769
"Donalsonville, GA",2002,9,507.3529411764706
"Donalsonville, GA",2002,10,472.22222222222223
"Donalsonville, GA",2002,12,494.5945945945946
"Donalsonville, GA",2003,1,516.6666666666666
"Donalsonville, GA",2003,10,488.2352941176471
"Donalsonville, GA",2004,1,474.44444444444446
"Donalsonville, GA",2004,2,468.42105263157896
"Donalsonville, GA",2004,3,498.83720930232556
"Donalsonville, GA",2004,4,496.9512195121951
"Donalsonville, GA",2004,5,443.9189189189189
"Donalsonville, GA",2004,6,447.4025974025974
"Donalsonville, GA",2004,7,468.3333333333333
"Donalsonville, GA",2004,8,478.7671232876712
"Donalsonville, GA",2004,9,487.5
"Donalsonville, GA",2004,10,461.3636363636364
"Donalsonville, GA",2004,11,441.30434782608694
"Donalsonville, GA",2004,12,455.0
"Donalsonville, GA",2005,1,439.5833333333333
"Donalsonville, GA",2005,2,444.54545454545456
"Donalsonville, GA",2005,3,478.40909090909093
"Donalsonville, GA",2005,4,501.3888888888889
"Donalsonville, GA",2005,5,500.0
"Donalsonville, GA",2005,6,477.1929824561403
"Donalsonville, GA",2005,7,474.10714285714283
"Donalsonville, GA",2005,8,460.79545454545456
"Donalsonville, GA",2005,9,467.92452830188677
"Donalsonville, GA",2005,10,455.2238805970149
