location,year,month,weight_range_high
"Donalsonville, GA",2005,11,460.5633802816901
"Donalsonville, GA",2005,12,421.6216216216216
"Donalsonville, GA",2006,1,446.969696969697
"Donalsonville, GA",2006,2,446.0
"Donalsonville, GA",2006,3,474.69879518072287
"Donalsonville, GA",2006,4,476.86567164179104
"Donalsonville, GA",2006,5,467.26190476190476
"Donalsonville, GA",2006,6,466.93548387096774
"Donalsonville, GA",2006,7,495.9183673469388
"Donalsonville, GA",2006,8,504.3478260869565
"Donalsonville, GA",2006,9,492.10526315789474
"Donalsonville, GA",2006,10,461.60714285714283
"Donalsonville, GA",2006,11,471.42857142857144
"Donalsonville, GA",2006,12,445.16129032258067
"Donalsonville, GA",2007,1,475.3333333333333
"Donalsonville, GA",2007,2,510.7142857142857
"Donalsonville, GA",2007,3,518.125
"Donalsonville, GA",2007,4,540.3846153846154
"Donalsonville, GA",2007,5,506.04395604395603
"Donalsonville, GA",2007,6,486.71875
"Donalsonville, GA",2007,7,495.6896551724138
"Donalsonville, GA",2007,8,484.7826086956522
"Donalsonville, GA",2007,9,497.36842105263156
"Donalsonville, GA",2007,10,498.0
"Donalsonville, GA",2007,11,515.2542372881356
"Donalsonville, GA",2007,12,488.0
"Donalsonville, GA",2008,1,499.0566037735849
"Donalsonville, GA",2008,2,500.96153846153845
"Donalsonville, GA",2008,3,548.1132075471698
"Donalsonville, GA",2008,4,530.2469135802469
"Donalsonville, GA",2008,5,506.8181818181818
"Donalsonville, GA",2008,6,483.6363636363636
"Donalsonville, GA",2008,7,522.2222222222222
"Donalsonville, GA",2008,8,541.2698412698413
"Donalsonville, GA",2008,9,526.1904761904761
"Donalsonville, GA",2008,10,517.5675675675676
"Donalsonville, GA",2008,11,514.0
"Donalsonville, GA",2008,12,465.625
"Donalsonville, GA",2009,1,490.0
"Donalsonville, GA",2009,2,488.8888888888889
"Donalsonville, GA",2009,3,501.53846153846155
"Donalsonville, GA",2009,4,550.0
"Donalsonville, GA",2009,5,508.16326530612247
"Donalsonville, GA",2009,6,482.3943661971831
"Donalsonville, GA",2009,7,497.6923076923077
"Donalsonville, GA",2009,8,516.3265306122449
"Donalsonville, GA",2009,9,522.2222222222222
"Donalsonville, GA",2009,10,485.29411764705884
"Donalsonville, GA",2010,1,478.125
"Donalsonville, GA",2010,2,467.14285714285717
"Donalsonville, GA",2010,3,482.089552238806
"Donalsonville, GA",2010,4,468.1818181818182
"Donalsonville, GA",2010,5,439.4736842105263
"Donalsonville, GA",2010,6,455.0
"Donalsonville, GA",2010,7,472.5
"Donalsonville, GA",2010,8,452.3255813953488
"Donalsonville, GA",2010,9,470.7692307692308
"Donalsonville, GA",2010,10,493.42105263157896
"Donalsonville, GA",2010,11,504.1666666666667
"Donalsonville, GA",2010,12,429.4871794871795
"Donalsonville, GA",2011,1,481.94444444444446
"Donalsonville, GA",2011,2,502.3255813953488
"Donalsonville, GA",2011,3,479.54545454545456
"Donalsonville, GA",2011,4,468.8888888888889
"Donalsonville, GA",2011,5,452.27272727272725
"Donalsonville, GA",2011,6,466.6666666666667
"Donalsonville, GA",2011,7,477.90697674418607
"Donalsonville, GA",2011,8,503.84615384615387
"Donalsonville, GA",2011,9,483.8235294117647
"Donalsonville, GA",2011,10,504.23728813559325
"Donalsonville, GA",2011,11,492.6470588235294
"Donalsonville, GA",2011,12,440.0
"Donalsonville, GA",2012,1,510.2040816326531
"Donalsonville, GA",2012,2,494.52054794520546
"Donalsonville, GA",2012,3,507.2916666666667
"Donalsonville, GA",2012,4,495.23809523809524
"Donalsonville, GA",2012,5,453.2258064516129
"Donalsonville, GA",2012,6,523.7704918032787
"Donalsonville, GA",2012,8,512.7272727272727
"Donalsonville, GA",2012,9,488.39285714285717
"Donalsonville, GA",2012,10,487.8378378378378
"Donalsonville, GA",2012,11,500.0
"Donalsonville, GA",2012,12,460.5769230769231
"Donalsonville, GA",2013,1,497.6744186046512
"Donalsonville, GA",2013,2,468.6046511627907
"Donalsonville, GA",2013,3,519.2982456140351
"Donalsonville, GA",2013,4,536.71875
"Donalsonville, GA",2013,5,501.42857142857144
"Donalsonville, GA",2013,6,483.3333333333333
"Donalsonville, GA",2013,7,491.02564102564105
"Donalsonville, GA",2013,8,504.9019607843137
"Donalsonville, GA",2013,9,491.6666666666667
"Donalsonville, GA",2013,10,469.64285714285717
"Donalsonville, GA",2013,11,456.0
"Donalsonville, GA",2013,12,470.3703703703704
"Donalsonville, GA",2014,1,463.75
"Donalsonville, GA",2014,2,498.9795918367347
"Donalsonville, GA",2014,3,510.5633802816901
"Donalsonville, GA",2014,4,482.5842696629214
"Donalsonville, GA",2014,5,492.26190476190476
"Donalsonville, GA",2014,6,482.60869565217394
"Donalsonville, GA",2014,7,505.04587155963304
"Donalsonville, GA",2014,8,490.4761904761905
"Donalsonville, GA",2014,9,477.02702702702703
"Donalsonville, GA",2014,10,494.70588235294116
"Donalsonville, GA",2014,11,513.7254901960785
"Donalsonville, GA",2014,12,512.7659574468086
"Donalsonville, GA",2015,1,517.4242424242424
"Donalsonville, GA",2015,2,516.6666666666666
"Donalsonville, GA",2015,3,527.3972602739726
"Donalsonville, GA",2015,4,513.2352941176471
"Donalsonville, GA",2015,5,468.8524590163934
"Donalsonville, GA",2015,6,500.0
"Donalsonville, GA",2015,7,502.7027027027027
"Donalsonville, GA",2015,8,530.0
"Donalsonville, GA",2015,9,532.4468085106383
"Donalsonville, GA",2015,10,481.7567567567568
"Donalsonville, GA",2015,11,475.0
"Donalsonville, GA",2015,12,428.2608695652174
"Donalsonville, GA",2016,1,512.5
"Donalsonville, GA",2016,2,507.3333333333333
"Donalsonville, GA",2016,3,489.07563025210084
"Donalsonville, GA",2016,4,546.6101694915254
"Donalsonville, GA",2016,5,535.4651162790698
"Donalsonville, GA",2016,6,491.6666666666667
"Donalsonville, GA",2016,7,545.5357142857143
"Donalsonville, GA",2016,8,529.4871794871794
"Eastanollee, GA",2002,4,465.0
"Eastanollee, GA",2002,5,507.5
"Eastanollee, GA",2002,8,529.0322580645161
"Eastanollee, GA",2002,9,533.3333333333334
"Eastanollee, GA",2002,10,487.5
"Eastanollee, GA",2002,12,512.5
"Eastanollee, GA",2003,1,527.5
"Eastanollee, GA",2003,9,490.0
"Eastanollee, GA",2004,1,502.77777777777777
"Eastanollee, GA",2004,2,517.2727272727273
"Eastanollee, GA",2004,3,470.14925373134326
"Eastanollee, GA",2004,4,483.9080459770115
"Eastanollee, GA",2004,5,478.4313725490196
"Eastanollee, GA",2004,6,484.375
"Eastanollee, GA",2004,7,475.55555555555554
"Eastanollee, GA",2004,8,497.3958333333333
"Eastanollee, GA",2004,9,482.8358208955224
"Eastanollee, GA",2004,10,495.3488372093023
"Eastanollee, GA",2004,11,482.967032967033
"Eastanollee, GA",2004,12,506.0975609756098
"Eastanollee, GA",2005,1,507.27272727272725
"Eastanollee, GA",2005,2,485.38461538461536
"Eastanollee, GA",2005,3,447.82608695652175
"Eastanollee, GA",2005,4,491.1764705882353
"Eastanollee, GA",2005,5,505.93220338983053
"Eastanollee, GA",2005,6,486.8421052631579
"Eastanollee, GA",2005,7,482.78688524590166
"Eastanollee, GA",2005,8,487.2881355932203
"Eastanollee, GA",2005,9,489.4736842105263
"Eastanollee, GA",2005,10,490.86021505376345
"Eastanollee, GA",2005,11,496.51162790697674
"Eastanollee, GA",2005,12,489.7435897435897
"Eastanollee, GA",2006,1,480.2083333333333
"Eastanollee, GA",2006,2,465.3333333333333
"Eastanollee, GA",2006,3,486.986301369863
"Eastanollee, GA",2006,4,483.7837837837838
"Eastanollee, GA",2006,5,485.44303797468353
"Eastanollee, GA",2006,6,485.8490566037736
"Eastanollee, GA",2006,7,505.2238805970149
"Eastanollee, GA",2006,8,493.3333333333333
"Eastanollee, GA",2006,9,463.4146341463415
"Eastanollee, GA",2006,10,500.90909090909093
"Eastanollee, GA",2006,11,492.3076923076923
"Eastanollee, GA",2006,12,478.4313725490196
"Eastanollee, GA",2007,1,477.27272727272725
"Eastanollee, GA",2007,2,492.56756756756755
"Eastanollee, GA",2007,3,487.85714285714283
"Eastanollee, GA",2007,4,475.0
"Eastanollee, GA",2007,5,477.3333333333333
"Eastanollee, GA",2007,6,481.25
"Eastanollee, GA",2007,7,466.8831168831169
"Eastanollee, GA",2007,8,466.9642857142857
"Eastanollee, GA",2007,9,493.39622641509436
"Eastanollee, GA",2007,10,506.47058823529414
"Eastanollee, GA",2007,11,496.078431372549
"Eastanollee, GA",2007,12,475.89285714285717
"Eastanollee, GA",2008,1,506.3380281690141
"Eastanollee, GA",2008,2,488.19444444444446
"Eastanollee, GA",2008,3,491.8918918918919
"Eastanollee, GA",2008,4,515.9090909090909
"Eastanollee, GA",2008,5,509.4594594594595
"Eastanollee, GA",2008,6,505.38461538461536
"Eastanollee, GA",2008,7,551.6666666666666
"Eastanollee, GA",2008,8,517.2727272727273
"Eastanollee, GA",2008,9,508.69565217391306
"Eastanollee, GA",2008,10,488.8888888888889
"Eastanollee, GA",2008,11,526.9230769230769
"Eastanollee, GA",2008,12,502.7027027027027
"Eastanollee, GA",2009,1,511.864406779661
"Eastanollee, GA",2009,2,483.62068965517244
"Eastanollee, GA",2009,3,475.0
"Eastanollee, GA",2009,4,503.030303030303
"Eastanollee, GA",2009,5,517.96875
"Eastanollee, GA",2009,6,491.4634146341463
"Eastanollee, GA",2009,7,511.95652173913044
"Eastanollee, GA",2009,8,508.3333333333333
"Eastanollee, GA",2009,9,485.13513513513516
"Eastanollee, GA",2009,10,503.968253968254
"Eastanollee, GA",2009,11,452.3255813953488
"Eastanollee, GA",2009,12,494.11764705882354
"Eastanollee, GA",2010,1,491.07142857142856
"Eastanollee, GA",2010,2,486.95652173913044
"Eastanollee, GA",2010,3,474.5762711864407
"Eastanollee, GA",2010,4,489.2156862745098
"Eastanollee, GA",2010,5,496.7391304347826
"Eastanollee, GA",2010,6,458.57142857142856
"Eastanollee, GA",2010,7,497.5
"Eastanollee, GA",2010,8,485.7142857142857
"Eastanollee, GA",2010,9,508.8888888888889
"Eastanollee, GA",2010,10,491.6666666666667
"Eastanollee, GA",2010,11,473.9130434782609
"Eastanollee, GA",2010,12,508.8235294117647
"Eastanollee, GA",2011,1,510.48387096774195
"Eastanollee, GA",2011,2,492.15686274509807
"Eastanollee, GA",2011,3,460.0
"Eastanollee, GA",2011,4,483.69565217391306
"Eastanollee, GA",2011,5,487.5
"Eastanollee, GA",2011,6,483.9622641509434
"Eastanollee, GA",2011,7,510.29411764705884
"Eastanollee, GA",2011,8,493.57142857142856
"Eastanollee, GA",2011,9,482.6923076923077
"Eastanollee, GA",2011,10,505.7971014492754
"Eastanollee, GA",2011,11,470.5882352941176
"Eastanollee, GA",2011,12,526.1904761904761
"Eastanollee, GA",2012,1,500.0
"Eastanollee, GA",2012,2,495.0
"Eastanollee, GA",2012,3,501.2987012987013
"Eastanollee, GA",2012,4,493.57142857142856
"Eastanollee, GA",2012,5,480.625
"Eastanollee, GA",2012,6,498.5507246376812
"Eastanollee, GA",2012,7,517.3469387755102
"Eastanollee, GA",2012,8,492.85714285714283
"Eastanollee, GA",2012,9,516.0
"Eastanollee, GA",2012,10,531.9444444444445
"Eastanollee, GA",2012,11,511.4035087719298
"Eastanollee, GA",2012,12,488.39285714285717
"Eastanollee, GA",2013,1,512.1794871794872
"Eastanollee, GA",2013,2,493.859649122807
"Eastanollee, GA",2013,3,507.37704918032784
"Eastanollee, GA",2013,4,505.93220338983053
"Eastanollee, GA",2013,5,527.9661016949152
"Eastanollee, GA",2013,6,511.64383561643837
"Eastanollee, GA",2013,7,509.1666666666667
"Eastanollee, GA",2013,8,508.8607594936709
"Eastanollee, GA",2013,9,509.0
"Eastanollee, GA",2013,10,493.5483870967742
"Eastanollee, GA",2013,11,510.0
"Eastanollee, GA",2013,12,500.0
"Eastanollee, GA",2014,1,494.87179487179486
"Eastanollee, GA",2014,2,460.38961038961037
"Eastanollee, GA",2014,3,461.5740740740741
"Eastanollee, GA",2014,4,421.9178082191781
"Eastanollee, GA",2014,5,461.1111111111111
"Eastanollee, GA",2014,6,473.8317757009346
"Eastanollee, GA",2014,7,486.4130434782609
"Eastanollee, GA",2014,8,478.735632183908
"Eastanollee, GA",2014,9,475.79617834394907
"Eastanollee, GA",2014,10,486.3207547169811
"Eastanollee, GA",2014,11,513.1868131868132
"Eastanollee, GA",2014,12,480.37974683544303
"Eastanollee, GA",2015,1,460.0
"Eastanollee, GA",2015,2,463.46153846153845
"Eastanollee, GA",2015,3,474.78632478632477
"Eastanollee, GA",2015,4,487.27272727272725
"Eastanollee, GA",2015,5,490.0
"Eastanollee, GA",2015,6,492.6470588235294
"Eastanollee, GA",2015,7,478.7671232876712
"Eastanollee, GA",2015,8,515.2380952380952
"Eastanollee, GA",2015,9,514.4444444444445
"Eastanollee, GA",2015,10,526.3736263736264
"Eastanollee, GA",2015,11,517.3913043478261
"Eastanollee, GA",2016,1,505.46875
"Eastanollee, GA",2016,2,479.3388429752066
"Eastanollee, GA",2016,3,505.1546391752577
"Eastanollee, GA",2016,4,536.9230769230769
"Eastanollee, GA",2016,5,524.6987951807229
"Eastanollee, GA",2016,6,523.943661971831
"Eastanollee, GA",2016,7,523.4177215189874
"Eastanollee, GA",2016,8,487.3015873015873
"Fitzgerald, GA",2002,8,494.44444444444446
"Fitzgerald, GA",2002,9,486.6666666666667
"Fitzgerald, GA",2002,10,436.8421052631579
"Fitzgerald, GA",2002,12,423.0769230769231
"Fitzgerald, GA",2004,1,465.55555555555554
"Fitzgerald, GA",2004,2,453.3783783783784
"Fitzgerald, GA",2004,3,427.34375
"Fitzgerald, GA",2004,4,468.0952380952381
"Fitzgerald, GA",2004,5,421.0
"Fitzgerald, GA",2004,6,397.94520547945206
"Fitzgerald, GA",2004,7,426.35135135135135
"Fitzgerald, GA",2004,8,425.3521126760563
"Fitzgerald, GA",2004,9,410.0
"Fitzgerald, GA",2004,10,419.53125
"Fitzgerald, GA",2004,11,458.47457627118644
"Fitzgerald, GA",2004,12,446.8085106382979
"Fitzgerald, GA",2005,1,429.4117647058824
"Fitzgerald, GA",2005,2,427.6595744680851
"Fitzgerald, GA",2005,3,439.7260273972603
"Fitzgerald, GA",2005,4,424.0
"Fitzgerald, GA",2005,5,428.40909090909093
"Fitzgerald, GA",2005,6,444.578313253012
"Fitzgerald, GA",2005,7,440.0
"Fitzgerald, GA",2005,8,449.1525423728813
"Fitzgerald, GA",2005,9,443.9655172413793
"Fitzgerald, GA",2005,10,442.22222222222223
"Fitzgerald, GA",2005,11,454.1666666666667
"Fitzgerald, GA",2005,12,454.7169811320755
"Fitzgerald, GA",2006,1,455.7971014492754
"Fitzgerald, GA",2006,2,445.3703703703704
"Fitzgerald, GA",2006,3,472.63157894736844
"Fitzgerald, GA",2006,4,449.0740740740741
"Fitzgerald, GA",2006,5,455.64516129032256
"Fitzgerald, GA",2006,6,411.7283950617284
"Fitzgerald, GA",2006,7,446.42857142857144
"Fitzgerald, GA",2006,8,439.4117647058824
"Fitzgerald, GA",2006,9,445.3125
"Fitzgerald, GA",2006,10,481.06060606060606
"Fitzgerald, GA",2006,11,443.3333333333333
"Fitzgerald, GA",2006,12,427.4193548387097
"Fitzgerald, GA",2007,1,443.4782608695652
"Fitzgerald, GA",2007,2,494.6969696969697
"Fitzgerald, GA",2007,3,478.8288288288288
"Fitzgerald, GA",2007,4,487.5
"Fitzgerald, GA",2007,5,476.5486725663717
"Fitzgerald, GA",2007,6,463.6363636363636
"Fitzgerald, GA",2007,7,444.87179487179486
"Fitzgerald, GA",2007,8,436.2068965517241
"Fitzgerald, GA",2007,9,472.5806451612903
"Fitzgerald, GA",2007,10,481.8965517241379
"Fitzgerald, GA",2007,11,458.47457627118644
"Fitzgerald, GA",2007,12,454.05405405405406
"Fitzgerald, GA",2008,1,474.4186046511628
"Fitzgerald, GA",2008,2,516.8539325842696
"Fitzgerald, GA",2008,3,494.6601941747573
"Fitzgerald, GA",2008,4,507.2463768115942
"Fitzgerald, GA",2008,5,460.44776119402985
"Fitzgerald, GA",2008,6,469.6969696969697
"Fitzgerald, GA",2008,7,477.27272727272725
"Fitzgerald, GA",2008,8,473.015873015873
"Fitzgerald, GA",2008,9,475.0
"Fitzgerald, GA",2008,10,459.09090909090907
"Fitzgerald, GA",2008,11,441.0
"Fitzgerald, GA",2008,12,416.25
"Fitzgerald, GA",2009,1,471.55172413793105
"Fitzgerald, GA",2009,2,466.47058823529414
"Fitzgerald, GA",2009,3,486.1111111111111
"Fitzgerald, GA",2009,4,478.8135593220339
"Fitzgerald, GA",2009,5,444.5945945945946
"Fitzgerald, GA",2009,6,455.0632911392405
"Fitzgerald, GA",2009,7,446.6216216216216
"Fitzgerald, GA",2009,8,460.48387096774195
"Fitzgerald, GA",2009,9,469.1666666666667
"Fitzgerald, GA",2009,10,452.17391304347825
"Fitzgerald, GA",2009,11,438.8888888888889
"Fitzgerald, GA",2009,12,400.0
"Fitzgerald, GA",2010,1,431.61764705882354
"Fitzgerald, GA",2010,2,453.7974683544304
"Fitzgerald, GA",2010,3,453.1914893617021
"Fitzgerald, GA",2010,4,437.34939759036143
"Fitzgerald, GA",2010,5,443.4065934065934
"Fitzgerald, GA",2010,6,421.7391304347826
"Fitzgerald, GA",2010,7,452.23880597014926
"Fitzgerald, GA",2010,8,416.30434782608694
"Fitzgerald, GA",2010,9,447.22222222222223
"Fitzgerald, GA",2010,10,437.6811594202899
"Fitzgerald, GA",2010,11,434.8484848484849
"Fitzgerald, GA",2010,12,421.42857142857144
"Fitzgerald, GA",2011,1,429.45205479452056
"Fitzgerald, GA",2011,2,451.6949152542373
"Fitzgerald, GA",2011,3,480.0
"Fitzgerald, GA",2011,4,438.8059701492537
"Fitzgerald, GA",2011,5,426.5432098765432
"Fitzgerald, GA",2011,6,404.76190476190476
"Fitzgerald, GA",2011,7,434.8837209302326
"Fitzgerald, GA",2011,8,431.35593220338984
"Fitzgerald, GA",2011,9,468.62745098039215
"Fitzgerald, GA",2011,10,461.80555555555554
"Fitzgerald, GA",2011,11,456.3829787234043
"Fitzgerald, GA",2011,12,462.5
"Fitzgerald, GA",2012,1,433.3333333333333
"Fitzgerald, GA",2012,2,444.06779661016947
"Fitzgerald, GA",2012,3,451.94805194805195
"Fitzgerald, GA",2012,4,428.16901408450707
"Fitzgerald, GA",2012,5,432.9268292682927
"Fitzgerald, GA",2012,6,420.21276595744683
"Fitzgerald, GA",2012,7,459.0
"Fitzgerald, GA",2012,8,502.94117647058823
"Fitzgerald, GA",2012,9,471.42857142857144
"Fitzgerald, GA",2012,10,455.0
"Fitzgerald, GA",2012,11,498.0769230769231
"Fitzgerald, GA",2012,12,458.3333333333333
"Fitzgerald, GA",2013,1,454.8780487804878
"Fitzgerald, GA",2013,2,413.6363636363636
"Fitzgerald, GA",2013,3,510.1694915254237
"Fitzgerald, GA",2013,4,489.51612903225805
"Fitzgerald, GA",2013,5,475.43859649122805
"Fitzgerald, GA",2013,6,486.0655737704918
"Fitzgerald, GA",2013,7,463.7931034482759
"Fitzgerald, GA",2013,8,467.3469387755102
"Fitzgerald, GA",2013,9,521.551724137931
"Fitzgerald, GA",2013,10,441.9642857142857
"Fitzgerald, GA",2013,11,438.5416666666667
"Fitzgerald, GA",2013,12,448.83720930232556
"Fitzgerald, GA",2014,1,434.54545454545456
"Fitzgerald, GA",2014,2,431.37254901960785
"Fitzgerald, GA",2014,3,479.1666666666667
"Fitzgerald, GA",2014,4,482.1782178217822
"Fitzgerald, GA",2014,5,461.53846153846155
"Fitzgerald, GA",2014,6,449.09090909090907
"Fitzgerald, GA",2014,7,436.0
"Fitzgerald, GA",2014,8,459.86842105263156
"Fitzgerald, GA",2014,9,441.95402298850576
"Fitzgerald, GA",2014,10,463.9344262295082
"Fitzgerald, GA",2014,11,452.8169014084507
"Fitzgerald, GA",2014,12,430.13698630136986
"Fitzgerald, GA",2015,1,437.5
"Fitzgerald, GA",2015,2,450.61728395061726
"Fitzgerald, GA",2015,3,492.46031746031747
"Fitzgerald, GA",2015,4,459.70873786407765
"Fitzgerald, GA",2015,5,464.51612903225805
"Fitzgerald, GA",2015,6,442.3809523809524
"Fitzgerald, GA",2015,7,486.036036036036
"Fitzgerald, GA",2015,8,459.05797101449275
"Fitzgerald, GA",2015,9,478.735632183908
"Fitzgerald, GA",2015,10,445.29411764705884
"Fitzgerald, GA",2015,11,488.3720930232558
"Fitzgerald, GA",2015,12,471.6216216216216
"Fitzgerald, GA",2016,1,458.5858585858586
"Fitzgerald, GA",2016,2,464.0449438202247
"Fitzgerald, GA",2016,3,464.70588235294116
"Fitzgerald, GA",2016,4,507.6470588235294
"Fitzgerald, GA",2016,5,472.16494845360825
"Fitzgerald, GA",2016,6,489.5238095238095
"Fitzgerald, GA",2016,7,472.6027397260274
"Fitzgerald, GA",2016,8,484.30232558139534
"Greensboro, GA",2002,9,497.5
"Greensboro, GA",2004,1,476.8292682926829
"Greensboro, GA",2004,2,470.8333333333333
"Greensboro, GA",2004,3,453.40909090909093
"Greensboro, GA",2004,4,495.0
"Greensboro, GA",2004,5,461.0169491525424
"Greensboro, GA",2004,6,460.15625
"Greensboro, GA",2004,7,471.6981132075472
"Greensboro, GA",2004,8,477.04918032786884
"Greensboro, GA",2004,9,476.76056338028167
"Greensboro, GA",2004,10,473.015873015873
"Greensboro, GA",2004,11,490.38461538461536
"Greensboro, GA",2004,12,545.3703703703703
"Greensboro, GA",2005,1,517.1428571428571
"Greensboro, GA",2005,2,478.3783783783784
"Greensboro, GA",2005,3,482.14285714285717
"Greensboro, GA",2005,4,487.3134328358209
"Greensboro, GA",2005,5,461.4583333333333
"Greensboro, GA",2005,6,482.43243243243245
"Greensboro, GA",2005,7,464.77272727272725
"Greensboro, GA",2005,8,522.3214285714286
"Greensboro, GA",2005,9,497.5806451612903
"Greensboro, GA",2005,10,516.9491525423729
"Greensboro, GA",2005,11,467.1875
"Greensboro, GA",2005,12,478.72340425531917
"Greensboro, GA",2006,1,496.2686567164179
"Greensboro, GA",2006,2,472.6190476190476
"Greensboro, GA",2006,3,454.0983606557377
"Greensboro, GA",2006,4,482.2916666666667
"Greensboro, GA",2006,5,478.125
"Greensboro, GA",2006,6,463.28125
"Greensboro, GA",2006,7,500.0
"Greensboro, GA",2006,8,500.0
"Greensboro, GA",2006,9,498.38709677419354
"Greensboro, GA",2006,10,514.7727272727273
"Greensboro, GA",2006,11,492.9824561403509
"Greensboro, GA",2006,12,484.8484848484849
"Greensboro, GA",2007,1,480.64516129032256
"Greensboro, GA",2007,2,479.83870967741933
"Greensboro, GA",2007,3,489.2857142857143
"Greensboro, GA",2007,4,487.8787878787879
"Greensboro, GA",2007,5,492.13483146067415
"Greensboro, GA",2007,6,488.135593220339
"Greensboro, GA",2007,7,488.7755102040816
"Greensboro, GA",2007,8,500.69444444444446
"Greensboro, GA",2007,9,487.0
"Greensboro, GA",2007,10,505.12820512820514
"Greensboro, GA",2007,11,502.6666666666667
"Greensboro, GA",2007,12,526.530612244898
"Greensboro, GA",2008,1,483.3333333333333
"Greensboro, GA",2008,2,489.7959183673469
"Greensboro, GA",2008,3,486.9047619047619
"Greensboro, GA",2008,4,502.0833333333333
"Greensboro, GA",2008,5,510.15625
"Greensboro, GA",2008,6,522.1153846153846
"Greensboro, GA",2008,7,487.8787878787879
"Greensboro, GA",2008,8,525.925925925926
"Greensboro, GA",2008,9,516.9642857142857
"Greensboro, GA",2008,10,537.9310344827586
"Greensboro, GA",2008,11,533.3333333333334
"Greensboro, GA",2008,12,592.5925925925926
"Greensboro, GA",2009,1,556.578947368421
"Greensboro, GA",2009,2,536.734693877551
"Greensboro, GA",2009,3,519.1489361702128
"Greensboro, GA",2009,4,524.1379310344828
"Greensboro, GA",2009,5,507.14285714285717
"Greensboro, GA",2009,6,524.3589743589744
"Greensboro, GA",2009,7,531.6326530612245
"Greensboro, GA",2009,8,522.972972972973
"Greensboro, GA",2009,9,520.0
"Greensboro, GA",2009,10,488.29787234042556
"Greensboro, GA",2009,11,548.4848484848485
"Greensboro, GA",2009,12,531.4814814814815
"Greensboro, GA",2010,1,498.8095238095238
"Greensboro, GA",2010,2,458.3333333333333
"Greensboro, GA",2010,3,515.7142857142857
"Greensboro, GA",2010,4,472.22222222222223
"Greensboro, GA",2010,5,501.9230769230769
"Greensboro, GA",2010,6,492.04545454545456
"Greensboro, GA",2010,7,491.34615384615387
"Greensboro, GA",2010,8,533.3333333333334
"Greensboro, GA",2010,9,514.2857142857143
"Greensboro, GA",2010,10,516.6666666666666
"Greensboro, GA",2010,11,560.0
"Greensboro, GA",2010,12,509.80392156862746
"Greensboro, GA",2011,1,475.0
"Greensboro, GA",2011,2,506.3636363636364
"Greensboro, GA",2011,3,505.4347826086956
"Greensboro, GA",2011,4,480.55555555555554
"Greensboro, GA",2011,5,488.04347826086956
"Greensboro, GA",2011,6,453.1746031746032
"Greensboro, GA",2011,7,495.16129032258067
"Greensboro, GA",2011,8,493.42105263157896
"Greensboro, GA",2011,9,493.75
"Greensboro, GA",2011,10,493.42105263157896
"Greensboro, GA",2011,11,534.6153846153846
"Greensboro, GA",2011,12,485.7142857142857
"Greensboro, GA",2012,1,523.469387755102
"Greensboro, GA",2012,2,499.27536231884056
"Greensboro, GA",2012,3,505.88235294117646
"Greensboro, GA",2012,4,482.3529411764706
"Greensboro, GA",2012,5,494.5945945945946
"Greensboro, GA",2012,6,500.0
"Greensboro, GA",2012,7,488.0952380952381
"Greensboro, GA",2012,8,506.5217391304348
"Greensboro, GA",2012,9,546.5909090909091
"Greensboro, GA",2012,10,552.1739130434783
"Greensboro, GA",2012,11,510.5769230769231
"Greensboro, GA",2012,12,487.2093023255814
"Greensboro, GA",2013,1,527.3584905660377
"Greensboro, GA",2013,2,486.8421052631579
"Greensboro, GA",2013,3,532.3529411764706
"Greensboro, GA",2013,4,504.1666666666667
"Greensboro, GA",2013,5,537.7551020408164
"Greensboro, GA",2013,6,533.3333333333334
"Greensboro, GA",2013,7,575.0
"Greensboro, GA",2013,8,552.542372881356
"Greensboro, GA",2013,9,526.0416666666666
"Greensboro, GA",2013,10,512.1212121212121
"Greensboro, GA",2013,11,514.2857142857143
"Greensboro, GA",2013,12,532.1428571428571
"Greensboro, GA",2014,1,523.2758620689655
"Greensboro, GA",2014,2,486.1111111111111
"Greensboro, GA",2014,3,488.8888888888889
"Greensboro, GA",2014,4,456.25
"Greensboro, GA",2014,5,497.46835443037975
"Greensboro, GA",2014,6,475.8333333333333
"Greensboro, GA",2014,7,454.4776119402985
"Greensboro, GA",2014,8,483.62068965517244
"Greensboro, GA",2014,9,522.3076923076923
"Greensboro, GA",2014,10,511.7647058823529
"Greensboro, GA",2014,11,497.77777777777777
"Greensboro, GA",2014,12,503.125
"Greensboro, GA",2015,1,515.4761904761905
"Greensboro, GA",2015,2,468.51851851851853
"Greensboro, GA",2015,3,469.2307692307692
"Greensboro, GA",2015,4,471.42857142857144
"Greensboro, GA",2015,5,510.5263157894737
"Greensboro, GA",2015,6,504.83870967741933
"Greensboro, GA",2015,7,531.25
"Greensboro, GA",2015,8,502.5
"Greensboro, GA",2015,9,525.7142857142857
"Greensboro, GA",2015,10,508.16326530612247
"Greensboro, GA",2015,11,492.85714285714283
"Greensboro, GA",2015,12,512.5
"Greensboro, GA",2016,1,500.0
"Greensboro, GA",2016,2,520.4545454545455
"Greensboro, GA",2016,3,486.4583333333333
"Greensboro, GA",2016,4,480.4347826086956
"Greensboro, GA",2016,5,483.3333333333333
"Greensboro, GA",2016,6,529.6296296296297
"Greensboro, GA",2016,7,552.1739130434783
"Greensboro, GA",2016,8,554.0
"Jackson, GA",2002,9,500.0
"Jackson, GA",2002,10,477.77777777777777
"Jackson, GA",2002,12,498.2758620689655
